ID_Bantuan,Latitude,Longitude,Jumlah_Penerima,Prioritas
B14595,-2.7593969242052356,140.5103863343818,452,2
B14596,3.195509341536397,137.1131381840637,4233,3
B14597,4.911559440082312,103.20049113098818,3520,1
B14598,5.816510938567582,126.00530017341302,902,2
B14599,-4.25883313140377,125.05120108346318,1735,1
B14600,5.84559707150671,100.09943485953863,1096,2
B14601,-8.349253713044865,99.11787108567022,3459,1
B14602,-6.6896538091575435,121.19442938387115,1649,2
B14603,-9.486725879523764,113.5367639884545,2976,4
B14604,-6.3804452197638115,120.09051209962631,3546,2
B14605,2.05493837750619,105.98610892582823,2911,3
B14606,3.4997140890336453,120.60649961799064,924,4
B14607,2.241174966743719,112.63618388299437,2423,2
B14608,-0.2718817711491628,135.82672582771127,3924,2
B14609,-2.2625692871150243,109.07998648246259,1166,4
B14610,1.0479729166319895,135.0583894897987,3244,1
B14611,-4.3558296624572295,112.93964868666207,4066,4
B14612,3.3022419754949315,121.59563087660993,4043,1
B14613,0.5122315976053518,108.17334384964832,4732,1
B14614,0.8626798744049449,132.2180917119458,757,4
B14615,-1.8890881168057891,133.8077414844496,2874,3
B14616,4.048892731589934,132.21631735200157,378,1
B14617,-6.715749527456108,124.4324777344208,1291,2
B14618,-4.5204898928621375,109.02006847618524,3725,5
B14619,2.2199236845207135,124.27846178932971,1876,1
B14620,-2.6232687658012583,139.13753716117787,156,5
B14621,4.116638228211244,124.82572627400083,3595,4
B14622,-5.11121156403151,138.99407834604168,663,1
B14623,-4.721387130066039,109.01070082613674,4115,3
B14624,4.108508419572631,133.9160492507237,3864,5
B14625,-3.1057045569053017,128.0495502472392,2568,5
B14626,-2.225882068557725,132.68338798512596,4300,5
B14627,-5.34301683929345,127.69509646921783,4509,5
B14628,-6.296610982955608,117.0966917978496,2424,5
B14629,0.15112808425266344,126.58244908132657,3665,2
B14630,-8.962708753799534,137.87613598465273,3514,5
B14631,3.947634900109458,114.20689445619952,786,5
B14632,2.2464533250068346,138.7802834445562,1100,4
B14633,-7.757279517001352,97.27239938325759,849,2
B14634,0.7983390790176124,95.65194336914759,766,2
B14635,-0.7552403381442083,117.7149312253895,2995,2
B14636,-7.8629041374770505,134.0315957992592,3238,3
B14637,-6.355540397146048,106.400426529197,2251,5
B14638,-4.047229436524815,126.8974973690002,574,4
B14639,0.8871264991730552,120.15762866017216,1849,2
B14640,-0.14170205011089898,108.37657501316563,3526,4
B14641,-1.9520075894961355,108.14649611122013,1187,4
B14642,2.0629792329385825,98.37070523575451,3344,3
B14643,1.8849415733048218,119.66584506140906,406,1
B14644,-0.4963943809416502,115.70648201327404,1130,3
B14645,2.3788314175420293,108.3134588417084,2682,1
B14646,-5.317522628753443,139.63988848502123,3018,1
B14647,3.9812419814842954,132.6498384562084,2721,1
B14648,-0.5465285413670067,119.1477387459135,2789,3
B14649,2.980179734811319,118.99839541827863,4609,3
B14650,-1.7132552185651733,103.90613750474978,1623,2
B14651,-7.286549835192433,124.85985290831238,1776,5
B14652,-1.7790278124687529,138.86723268887135,4182,2
B14653,-4.691101715798002,136.32131749499544,2423,3
B14654,0.857483612630606,98.89946725373463,3107,4
B14655,-2.9115055405094914,97.44247076970721,1308,4
B14656,3.21391768377069,139.2172721172953,736,2
B14657,0.5272327094725835,104.19566888580593,4749,2
B14658,0.6372553615325067,120.31904801907856,846,1
B14659,-7.3083593306518955,98.43665107337492,3392,1
B14660,5.732246030351938,133.79168764188518,416,1
B14661,3.3084785576153095,100.42176753298352,2119,1
B14662,2.413083037531809,124.61282881256827,2779,4
B14663,-5.386341172279534,97.60488708825005,900,5
B14664,-1.8942619015970568,102.20690631641745,50,3
B14665,-8.669245802736413,118.55848957159296,2229,1
B14666,-1.8459083967339982,97.10152188819691,1196,2
B14667,-8.519882809784116,103.99818759120734,1306,3
B14668,-1.5983566521767791,101.26392594762166,4280,3
B14669,0.028271962633395376,96.86645141627102,1555,3
B14670,-4.36666855675166,139.66585142995498,3132,2
B14671,-2.5247370683680153,115.70764904158422,3715,1
B14672,3.88610759046796,134.511047930932,4083,5
B14673,-9.15442654005224,111.47824692567289,2539,2
B14674,2.4594591809940987,96.95923059629872,3078,1
B14675,-8.09717263306466,127.00007347200534,4894,5
B14676,-10.375964292321317,96.78269279648511,2813,5
B14677,-7.845231753334188,120.42798220284496,1346,2
B14678,2.0057342294983247,101.39915279219082,964,5
B14679,-4.1128567532733795,125.8575807696441,2497,4
B14680,3.8328487863850924,136.06437951563632,1476,4
B14681,-2.0799717999014806,138.96513506143876,3614,3
B14682,-10.621744017252373,119.27771216212241,4595,2
B14683,1.1841313632327548,119.50437118863442,2915,1
B14684,-9.126040551739043,96.76083615399838,328,5
B14685,2.4194537688527156,130.4143025724295,3515,2
B14686,-8.14225665331194,138.98558711432156,1820,3
B14687,-5.127411441306271,115.15876969574646,4657,3
B14688,1.941614303631125,131.50983645790473,601,1
B14689,5.221933077099166,131.6829985516355,2557,3
B14690,-4.68562283900555,131.14223941183448,4057,2
B14691,3.0998037433819086,129.89932445434437,3534,3
B14692,-7.756531486910742,104.8944498869854,1598,2
B14693,2.7220560934423492,129.56554402750288,1901,5
B14694,0.1773990073562679,101.6421875325623,4545,5
B14695,-7.723360377389737,127.7751396755298,2635,5
B14696,-5.857432674026003,95.16278423979522,1700,4
B14697,-8.759894893850388,137.26595175572402,2015,3
B14698,-4.489560811906674,133.05988534250523,1783,1
B14699,-7.537973100904284,126.41631919353514,2889,3
B14700,-0.05203478828195074,99.34551783720872,711,1
B14701,5.906586771749499,132.94947337172857,3043,4
B14702,-10.79584422756751,135.25799546212698,849,4
B14703,-1.804363174115922,126.64743896208029,3688,2
B14704,-1.2476678416668339,139.89078516891155,4807,4
B14705,4.541549424573802,99.27245094903529,2282,5
B14706,-2.3979093089620616,127.59788076863627,4773,2
B14707,-1.757075866036402,119.1406175939424,4146,3
B14708,-2.981902377417393,101.69788192529533,279,2
B14709,-6.428626822454817,125.28704921073403,388,4
B14710,-10.047504734768468,131.778298355831,116,5
B14711,-4.052819402432786,102.57841909249458,653,4
B14712,-10.105944988908465,131.50057268503213,4293,3
B14713,-1.6416280190793984,99.27664864280645,2916,5
B14714,-5.776008064881017,122.20440510787007,2988,2
B14715,-1.9287591740677268,131.7296250341426,1949,4
B14716,-8.716951605281826,101.71401437057762,1759,4
B14717,4.854709417569113,121.28987835686874,4601,1
B14718,4.206861140348893,114.54439784089845,1607,5
B14719,-7.770059343561163,122.93466781026225,1198,1
B14720,-5.1614471840018314,114.51419821885838,4314,4
B14721,-0.5706228785163461,106.5419459704168,3094,1
B14722,-9.373334475799593,106.67530135521324,749,3
B14723,-4.9723470410254365,134.77620860341324,4522,4
B14724,-6.7310911240768965,102.19689862584363,2106,3
B14725,4.5637843881838425,100.66325555581308,2950,1
B14726,3.4926808169164882,99.46564061045126,1985,3
B14727,-1.1428433984633148,98.41111925197521,110,4
B14728,-2.154112273183239,95.66664069914363,4226,4
B14729,4.822338507271752,102.37866845438029,2550,2
B14730,4.85127231063986,103.86546200555412,1989,1
B14731,5.478612130978227,107.40730677201859,2757,2
B14732,-8.86855897016081,100.70581608632864,3366,4
B14733,-8.270517217026107,99.33116928033334,1472,2
B14734,0.5045238775580732,119.90792938220716,4907,4
B14735,-1.7956138976326361,128.05957636488566,4970,4
B14736,-10.686079616814988,123.98861015886229,185,4
B14737,-9.94642438817817,120.60849297221509,2359,1
B14738,4.097366498399687,115.26593351866985,2599,2
B14739,3.770803524169567,124.16309141286648,4876,3
B14740,-4.926394326067232,136.48587145348785,4216,2
B14741,4.14786048781909,123.86124738811164,2578,1
B14742,-0.9075237352356691,97.79960977175661,1173,1
B14743,2.700395999321332,121.23926886240827,451,5
B14744,-3.7336717902763574,119.1138650712947,1167,3
B14745,-9.072228435136552,115.79306938572128,763,3
B14746,-3.6266399350177236,121.16458426014509,1545,5
B14747,-3.2259034340527357,125.94041248904996,3156,5
B14748,-1.6339487047097485,96.71396428249811,4943,2
B14749,-9.205093880624723,117.08924112365506,4323,2
B14750,5.853831671843395,132.59248952274663,2996,2
B14751,-6.849674046282592,119.41575134180651,2170,1
B14752,-7.6246091398694205,98.12145831781497,4097,4
B14753,-2.044350379449078,130.6532195904204,3570,2
B14754,-1.867460950286894,138.30125164021817,650,3
B14755,-3.5230474568348473,134.18482206796907,1878,2
B14756,2.122166487529327,111.67816477994788,1331,4
B14757,-2.216875187613754,119.6018965795307,974,2
B14758,-0.6351772625352705,122.2003591927316,298,1
B14759,1.303688551932355,127.926734971119,3917,4
B14760,-10.574573273414268,125.63916441851468,4485,1
B14761,-1.299048896734238,104.15728746214037,3359,1
B14762,4.031306010882277,133.77976592915417,3580,1
B14763,-10.704391370267624,134.06239008848243,3458,3
B14764,-4.111904235383662,113.60017238460931,1534,5
B14765,4.74586665349911,101.02207616362747,3463,5
B14766,-4.996375161196857,122.99407032789824,1281,5
B14767,-3.201609988595905,111.43395668510249,4718,3
B14768,5.686203681753316,129.10396892086487,2676,3
B14769,-7.611494397840245,109.52022683501778,1383,1
B14770,-9.890661784874899,107.09796668812996,4199,5
B14771,3.6101840446421747,134.91467709249957,4962,5
B14772,3.7639108006102653,123.32774463565227,4090,2
B14773,-2.9746768104397763,98.9556155940501,1509,4
B14774,-2.258478033886133,126.71069097344309,3108,2
B14775,3.2087082835032135,129.62574336446005,2003,5
B14776,1.5555114679685165,105.81936621793211,2836,1
B14777,-6.492466962310819,139.5121919908891,2860,1
B14778,-10.712812963784186,112.15147934164123,4420,2
B14779,-2.845097236929723,138.2663970879204,2385,4
B14780,3.6015095436259035,108.50637847730742,4105,3
B14781,4.229189503732757,123.0230151343907,152,5
B14782,5.255845350294617,118.80821381927728,4370,5
B14783,3.9525750394172814,140.63929302110927,3507,5
B14784,-1.1392595599323272,113.78435802966735,1153,3
B14785,-3.441704812986285,103.24737052002052,223,1
B14786,2.172447391079684,133.32760770260748,4430,4
B14787,1.5769677842151388,96.93403144573433,4236,1
B14788,-1.8515616886152753,135.70797732673216,4465,3
B14789,-9.515434666506025,100.08711669724877,4915,1
B14790,4.74338289537762,121.31257214662119,146,1
B14791,-3.2547568624717442,127.81710461519572,2518,2
B14792,-4.823325707423507,110.47087366734638,3439,3
B14793,-0.2973542821308808,133.85810623573514,3845,2
B14794,0.4552453398386085,122.3104285922006,2236,3
B14795,-7.418305410484876,113.17717095712075,3188,5
B14796,3.227960361769256,109.96672238565365,2858,2
B14797,-6.071069407739577,100.15237887236017,4983,3
B14798,-7.826373259456616,124.4567238041999,1286,5
B14799,-4.091202501473544,111.74597553132384,2965,4
B14800,1.4195213752569096,109.74578523279384,426,5
B14801,5.41278903347666,138.69760718974698,1466,4
B14802,2.757781494314365,107.54868909511339,653,5
B14803,4.98592242039326,135.32199509205623,1923,4
B14804,-8.609701330699044,139.84521701671957,1339,1
B14805,-9.789994419317495,132.84603764603622,2741,2
B14806,-1.5190190475865908,95.89778491007347,4427,1
B14807,-6.064942788251416,134.95670354180032,3494,2
B14808,3.076934540477639,104.81710551203284,1096,4
B14809,0.4237938138395432,111.2507707891377,4341,2
B14810,5.502378787758506,140.61282687164368,819,4
B14811,-6.6685299525678285,113.62898153449802,2341,3
B14812,-2.74167005596105,125.12240497104172,3642,4
B14813,-2.478911883768994,109.29308260803586,3322,3
B14814,-6.933994487424605,111.9937187587432,389,3
B14815,-0.9684122087038673,122.49076510898854,2022,2
B14816,-3.4641382366529285,138.62114430457282,126,5
B14817,-3.4057335481721482,107.99295598069678,1115,1
B14818,-4.8334769844677785,106.37883632398461,2235,5
B14819,-10.712201008765904,96.20862977443394,4546,5
B14820,-2.124380972448588,104.29700495235092,182,5
B14821,-5.300786793094371,107.07097752400209,3198,1
B14822,-10.977562227266395,97.89228482100424,1063,4
B14823,-5.764956969747155,120.92600382031827,4236,2
B14824,-6.263318337474131,100.83116058645314,1726,4
B14825,-4.311381395198191,118.50951435363137,3230,2
B14826,-8.758516176062251,103.69314067758117,3568,3
B14827,-2.369374981203565,138.04337307422065,3734,5
B14828,0.7714859928082092,109.12648783825978,533,2
B14829,-0.2868453260722674,99.27470984154729,957,5
B14830,2.663834108676241,133.46309896800443,1860,3
B14831,-3.31585910421962,113.4936733507553,2615,2
B14832,-2.1754405842246207,132.72556211248573,4969,1
B14833,2.7768329946027173,109.3745208242936,3722,5
B14834,-3.729080096072945,118.00173768559426,4129,4
B14835,0.9271889482931481,115.4864358984457,309,3
B14836,-3.6117597317941383,120.66369212902384,1610,2
B14837,-3.898484693303435,113.47595452616488,2023,5
B14838,1.9234956169957247,117.85289892880714,67,4
B14839,-8.027772437074411,126.2490658092535,3743,2
B14840,-5.244038476993249,114.07540780155578,891,5
B14841,-7.18907129530267,126.48261833534175,628,1
B14842,-4.8951309695508485,127.85788828404011,330,2
B14843,-7.083628019777592,129.45063121962212,3574,5
B14844,-1.150104271526871,116.66309445786763,293,5
B14845,2.5689036445033686,95.17434370016852,4037,2
B14846,2.3724220407043326,129.6615093425662,4906,3
B14847,-4.8034836026705285,136.81791542447118,544,5
B14848,5.808926900202451,125.02042227090975,1152,4
B14849,-0.9044758000013875,119.12916310918584,3070,1
B14850,-4.210194869768989,120.74120098576887,4160,3
B14851,3.2041677471042327,124.47734090137996,3959,4
B14852,1.4078582149248948,140.93213366767108,4562,4
B14853,1.7376807260097742,97.85457314073774,848,3
B14854,-7.665631054524183,95.97441327367578,3764,4
B14855,-3.0384867747345625,139.3517270733241,2815,4
B14856,3.6510782240182458,115.26183334059661,4331,4
B14857,-2.431353870311126,123.16826989269859,1235,4
B14858,0.6186966381578554,129.65828346168956,985,1
B14859,-1.0051265384175032,129.13642658766895,4943,3
B14860,3.320065391212495,124.77093288419721,3986,5
B14861,-6.162465724052756,116.70701074863902,162,1
B14862,-1.2169202759317965,121.49959954191117,2495,3
B14863,-8.905010643833332,128.56371675053543,2877,3
B14864,0.7335832038909533,134.13746775604307,485,1
B14865,1.4434532519961056,100.85598616430764,4424,1
B14866,-10.271765539787028,107.78609581253453,177,2
B14867,0.4884463816757467,113.28935891890657,3950,4
B14868,-3.950267379181632,125.61292008281623,268,4
B14869,-8.8903531061354,113.2008850756464,3454,1
B14870,-3.861571689126051,105.98871218272284,1397,2
B14871,-7.6980401951751105,96.52457706980054,542,2
B14872,-3.9354879539036194,133.75536529627527,1126,3
B14873,-4.466236524705029,114.27095309437159,526,1
B14874,1.5526578279129772,110.14453395011957,4478,4
B14875,2.1616644888281,119.41800617184064,1221,4
B14876,-0.680512875462707,100.65431018787442,3567,1
B14877,-10.614323682898391,113.2784844724692,2712,1
B14878,4.827378744206898,129.58214394798023,573,3
B14879,0.66596576163961,128.86140266086542,2410,2
B14880,-10.41867735133979,130.50723271179035,4198,2
B14881,2.920159286640004,116.50118623670254,3982,4
B14882,-7.595475369794066,111.97003131492718,2253,5
B14883,-1.1532397772911835,133.2462629335547,4820,5
B14884,-3.0672157108468188,102.97138774283817,4854,4
B14885,-3.8627406999636964,128.35633788668918,2922,1
B14886,4.125133242114758,135.8455755008403,3629,3
B14887,-3.5648580434355495,108.16300480152923,435,5
B14888,-9.719150001256438,104.09858942197582,1473,5
B14889,5.092858362654194,118.57613181637232,172,2
B14890,4.649098931073668,104.9539713681083,1409,1
B14891,0.6353557228871782,135.05535183733346,3720,2
B14892,-3.045827021755575,106.24317744634588,2960,4
B14893,-9.421388959960138,109.4424323873333,532,2
B14894,2.4427180158170945,135.86729891319584,148,4
B14895,-9.716875454791507,104.4585945185874,3571,2
B14896,-9.833783256782525,135.70006518986656,204,1
B14897,-1.8644746785307422,104.65093613225461,1284,2
B14898,-8.277819916861116,136.94306042642498,3765,2
B14899,-10.868585455214067,109.61152754242279,1243,1
B14900,-3.8070716730716336,106.32679120753562,75,4
B14901,-8.667307062628879,116.95072946664322,3956,2
B14902,-8.271237940228248,111.98428115285725,2294,5
B14903,-9.69251914149931,104.28048560375922,896,1
B14904,-7.5134061866986315,110.56427471210998,3179,4
B14905,1.1632310561646193,127.80854978820534,1581,5
B14906,2.7517642227024535,133.26742935216788,4816,3
B14907,-3.306928051501889,132.75504425103196,4235,4
B14908,-2.3885851300158993,129.81359342642264,1586,2
B14909,-10.444864411898555,95.2500170143188,2106,1
B14910,-9.821623556687614,114.62378156761544,4678,1
B14911,-6.621348663958212,102.77272017104097,2614,5
B14912,-1.7537268478764911,98.37988799065154,1069,5
B14913,1.57236952849488,128.85057421876704,3168,3
B14914,-0.7149479572534378,131.5000740395748,2441,5
B14915,-4.3338264652245995,132.4723657539385,2147,5
B14916,-8.98849075894665,135.95429658670315,2451,1
B14917,2.2731449930822194,122.14221678329658,2007,4
B14918,-4.81563712281603,140.91397079104001,3344,3
B14919,1.5129182462074233,117.2512414543447,2445,2
B14920,-2.279359687456189,135.64095394851438,4112,1
B14921,1.5572549105510287,100.19527518553714,3036,5
B14922,4.423922544693722,101.85048102738969,3365,2
B14923,4.6575017729146335,122.15607445041157,4275,3
B14924,-1.903184739989742,100.71019950839994,3020,1
B14925,-2.3043577989841406,98.46382935593942,4824,2
B14926,-6.483466086451767,104.018973081489,3780,2
B14927,4.908597135997953,131.22669578250918,3389,5
B14928,-3.215374157606445,137.66306824595256,4192,2
B14929,-8.830948932114588,110.33949683226457,3303,2
B14930,-3.6440164513486515,139.83876866204443,4366,3
B14931,-8.840094745953934,132.23932145117465,778,2
B14932,-2.4569613676297237,105.40095496495975,876,1
B14933,-1.458316247444392,121.96128995340133,4368,2
B14934,-5.25815205460905,140.16249707166187,361,5
B14935,-9.78193955806476,134.04414738990545,1391,3
B14936,5.039560105765066,111.71451780832376,489,3
B14937,2.147002929218303,109.09085501746068,4939,4
B14938,3.2609783685870575,132.68569081945577,1163,2
B14939,-4.7632372971341,120.26159904965226,2410,5
B14940,1.9341275103306579,102.51835570521745,2557,4
B14941,-2.7486607821236984,110.08029768565532,2539,4
B14942,-7.581580697097219,125.44339695919263,2006,5
B14943,-8.884802592577374,102.04530867040796,1416,4
B14944,-5.1341352215250335,127.14094554071053,704,3
B14945,-8.661614104922625,127.65672302750913,3962,5
B14946,5.970572595469168,107.4543323282216,3721,4
B14947,-10.163787166055625,113.30940630426208,416,3
B14948,-3.500558810725699,138.03073057027825,4320,4
B14949,-3.31441011936347,129.46208623948831,720,1
B14950,-5.889257214111516,131.23929015604622,1040,4
B14951,-1.2870233829819284,118.74819872952884,3746,4
B14952,-8.45039058942374,104.80443681913887,3678,5
B14953,2.3265104699829724,122.19777198037497,426,1
B14954,-5.348388789790149,130.5167973469001,2998,3
B14955,-0.9471759734230911,95.178630154947,637,5
B14956,1.1658670131383086,100.23370765021345,3627,3
B14957,4.11371600073274,116.8175293248716,4423,3
B14958,3.208386419687402,115.11102278239021,3494,1
B14959,-0.6587465222394879,140.18502010656934,4210,3
B14960,-4.397315933473922,99.23903342747226,3271,3
B14961,-2.4455206087256123,109.88957267724396,2105,3
B14962,2.068491487439644,132.49507966712443,4646,2
B14963,3.918274223511041,123.17166930727275,706,2
B14964,-9.235707220996579,120.83426429672431,4833,2
B14965,-4.457443537618091,129.09524777485603,3862,4
B14966,2.193982173029509,96.83921848556383,3404,3
B14967,-3.6619200359026634,138.58461812489227,1136,5
B14968,-5.352128010873175,103.79814167132983,3995,4
B14969,-4.007514154004417,98.76452623292232,2907,5
B14970,-0.751639304632036,110.59186456833127,777,2
B14971,5.996687450274624,127.3083867011486,3270,3
B14972,-2.619128705222959,105.64822957628625,1354,4
B14973,-7.4555939257775705,97.29361690797856,2442,2
B14974,-8.231608220255389,97.6409909390418,1477,1
B14975,-10.280054292900957,106.8025429246521,988,1
B14976,-1.5001070063885358,101.22259735541594,1031,2
B14977,-1.7422744446898175,112.13192308215503,3665,3
B14978,-7.511023244734744,102.96136186627507,1811,4
B14979,0.8205999096936392,110.83845953346844,3460,1
B14980,1.598819707704573,115.44640801723686,3634,1
B14981,-6.595330508504109,129.15680357952948,1671,4
B14982,-5.150304011494479,105.4603782361194,3478,5
B14983,5.838018429903364,116.85293360032469,898,1
B14984,-4.637504046537519,132.50633885551667,1947,3
B14985,1.933628419853731,140.37335071918085,2650,2
B14986,-3.30366774729102,120.63608382444053,1569,4
B14987,2.4868620736365905,114.88673689505237,316,2
B14988,2.073395059305014,124.05052394222069,3449,3
B14989,0.3518524283751052,117.36960038551544,105,3
B14990,3.5312318870248465,102.57880555699765,1085,2
B14991,4.966714412920648,116.13457037540667,2213,3
B14992,-1.1402835523145747,140.03861407231818,4128,2
B14993,-6.963028577213323,124.45971773093251,2452,4
B14994,-4.223307652050725,108.03788390964748,2872,4
B14995,1.8911971297259846,138.56871629281952,1668,1
B14996,0.06501924710578244,112.87475604198536,2644,4
B14997,-7.977428244390771,112.94558331588868,928,2
B14998,-10.12892780051078,123.36357663347513,1965,5
B14999,0.610347090215102,121.17279095418453,4313,2
B15000,-6.731656591501129,108.3600822875856,3073,4
B15001,-2.505605856606092,116.48569493445008,1641,3
B15002,1.6946951327141022,110.29559917808139,4296,2
B15003,-1.4346647288423373,128.9379007317384,4623,3
B15004,-9.583856087099461,100.63513185631491,2225,5
B15005,-7.845135974679558,129.51155197782575,3256,4
B15006,-7.271420871474374,102.41368316439772,2991,5
B15007,-6.616307688037637,109.07517160480957,4247,2
B15008,-1.3881423368414278,110.33326221908288,2449,4
B15009,-2.4325817429683116,140.55896007117838,4677,3
B15010,-7.546279347808448,122.1318112978798,645,5
B15011,-9.85156766125332,130.7674928468238,1549,1
B15012,-8.085652523929792,120.54738725615604,2144,2
B15013,5.7344823145162565,140.2252665743893,758,4
B15014,-3.0347018535449717,103.15954215732435,2208,5
B15015,3.7448735799359127,122.8242099492405,835,2
B15016,3.428791933370336,131.6795750931654,3383,3
B15017,-2.304167523131147,123.91358256482265,248,1
B15018,1.0136910438292404,136.25906448383915,1076,3
B15019,-7.723215822983891,122.63256714381114,4325,5
B15020,0.7027439837574416,133.01617325292403,4502,4
B15021,-6.369462152524078,103.08666772101788,4718,1
B15022,3.1450556448205624,107.05493914011505,432,2
B15023,-9.57668973714853,115.4271545599213,2313,2
B15024,2.1433574390497174,134.17441474439656,2315,1
B15025,-9.301072588333469,114.62173203515748,4502,5
B15026,3.9802170272032527,123.86311113577236,2805,4
B15027,-5.828523191704937,113.20733368833353,3939,3
B15028,0.12468720211977136,132.0631378993865,3850,4
B15029,-2.7124612634552427,104.21322896740861,4815,1
B15030,-4.772846530540237,122.31339598983796,2498,5
B15031,-0.027488835880559392,121.58294866356027,4562,4
B15032,5.107890669371045,113.54912395809541,924,2
B15033,-10.298414294631428,127.43589060395789,3332,3
B15034,4.620498550012773,96.30992396912929,4375,3
B15035,-0.6456118646427704,133.70899947360047,745,5
B15036,2.724343113073889,111.00640056032375,4098,3
B15037,-4.474125791617281,131.47903820044326,2623,1
B15038,-2.9786694277605665,109.0327366129262,2761,2
B15039,3.7704627806197877,103.64369748642346,3661,2
B15040,-3.947584513233007,112.91651576190414,4969,2
B15041,-1.9107873652655556,131.67887983755725,948,2
B15042,-10.656686307566341,127.36182962313173,2199,2
B15043,-8.30383390075328,113.44743528583471,3509,2
B15044,-0.09132936442840389,138.14196132290374,2263,3
B15045,1.1886073180859107,113.80370454914022,4900,4
B15046,-1.0957840746635092,111.13462550149373,2279,5
B15047,-8.56372938331462,101.65706990388955,4346,2
B15048,-3.428107714176808,98.23281770428052,865,5
B15049,-4.963388971825773,111.09551057716823,1917,2
B15050,-2.5737571514034983,99.23210056522883,1811,1
B15051,3.795593587419603,116.28120806288265,2962,3
B15052,2.1896444571970815,134.56043901089137,3500,5
B15053,-9.572178476384298,116.90136602395745,3994,2
B15054,4.135256362167594,117.10672500049294,928,5
B15055,-2.9799584304529994,106.65826856446199,1002,3
B15056,1.6456564630619734,102.64959649362625,3656,1
B15057,-8.619333068506013,105.22712749149109,2188,3
B15058,0.40223193701981685,121.12747005935334,336,5
B15059,-6.982457700639215,122.22248326214208,2653,3
B15060,-3.5475247486041637,105.12863846307845,547,5
B15061,-10.713331208604226,113.35033721465739,3305,5
B15062,-8.422619155181907,121.15940348177928,3860,2
B15063,-9.434631616898464,129.98125377145772,3667,2
B15064,-6.9243490600496065,109.70939056195208,2213,3
B15065,-9.299692469586521,107.48241832070102,1778,5
B15066,0.7624704525325523,128.60148196880164,2239,2
B15067,-10.50632166244327,118.63535985393317,1392,4
B15068,-0.49841148937503377,134.4103431949455,4667,2
B15069,-8.607966875965237,104.70613893781662,2687,2
B15070,5.067744772024248,130.46337230019748,485,5
B15071,4.862599242867523,102.45354134120544,630,4
B15072,-7.166447257143636,121.89947724685186,1907,4
B15073,-0.5548379302084996,108.04715058247558,495,4
B15074,-10.523909568968207,99.65018404958109,1141,4
B15075,4.84040523186996,123.37117181008855,1891,2
B15076,-2.109215760740936,118.31275215521882,1064,3
B15077,-10.265206425897757,117.35508867312714,4508,3
B15078,-5.177500118861665,122.25589366287427,3900,2
B15079,-9.693559148359018,112.13211200293262,2399,1
B15080,-4.319944530652882,125.82770784059866,757,1
B15081,0.3887478167424927,101.01881162317144,4447,4
B15082,-3.011871563295527,127.88868824728641,861,3
B15083,-4.476723029769274,121.67143085691211,1818,4
B15084,-8.974330225812098,117.3777414416464,3831,4
B15085,-6.836036223207842,100.87191839852454,4965,5
B15086,-9.29756410844803,107.80016605684467,283,4
B15087,2.7274784381632333,108.58364261650077,2838,2
B15088,-8.700922924259716,105.755382079857,4373,4
B15089,-0.878652768668811,138.89226741993852,3836,3
B15090,-5.17341296898962,137.11951166105598,4225,2
B15091,-7.15836746086188,120.12212783660553,412,2
B15092,-0.1290365286342361,104.46093882905028,4070,5
B15093,-3.2309607405920087,136.9123647933575,3289,2
B15094,-4.197527056162495,129.472700511384,2470,1
B15095,-0.9215159168322327,96.7835045918857,2995,2
B15096,-2.6484503156699883,117.5727299998787,4157,5
B15097,-5.840768454623467,122.82745266295238,1583,5
B15098,-1.495958107990722,98.05777474691767,1981,4
B15099,0.38147580136180714,97.29222743316333,1231,1
B15100,-10.546216304023478,116.32210209031831,340,1
B15101,-3.0801806085695187,95.08977881353087,1631,2
B15102,-10.019384162079756,97.15443573291228,1650,5
B15103,-7.831107960842112,102.59633253534923,686,3
B15104,-1.4713515206744567,136.85865560533915,2096,4
B15105,3.7252115595148716,130.24904224258455,834,3
B15106,4.007696546204242,115.7195961949152,203,2
B15107,-9.810951827643269,117.0434607037885,3813,4
B15108,-3.8752135331259874,126.557129258873,3573,4
B15109,-1.0888897889226286,116.8217806709414,1492,1
B15110,-8.499811622644163,97.94055500695725,2152,1
B15111,2.012347684661119,128.98164325308244,1922,2
B15112,1.6519993934330603,97.65649197963779,840,2
B15113,4.356797233015509,117.36028409260933,2402,5
B15114,-10.855737794581469,134.6385454414922,3688,4
B15115,-7.316367852186955,100.39946620128954,4317,4
B15116,3.06217414217047,127.50488397371515,2107,3
B15117,0.3998608640579011,97.1310845753494,3620,5
B15118,4.204627512874342,140.68074245005167,4843,3
B15119,-10.02794587298547,126.37597349481887,2172,3
B15120,-0.8516125828204721,139.5735224687899,1203,2
B15121,-1.3262082268075392,125.73830237193302,1738,5
B15122,-10.39353492187095,106.14502445160045,1140,4
B15123,-2.27012469248778,137.61276762604172,1911,1
B15124,-0.6381547077312888,123.82682850214287,4967,3
B15125,-7.748016038564177,121.49310432796096,1538,2
B15126,-6.35339708688073,114.73914707785866,1136,2
B15127,-0.11409511293846997,108.09131983279268,2195,5
B15128,-3.038883890800708,119.3832002037601,3419,1
B15129,3.5862321786615556,111.83865460531604,157,2
B15130,-5.179509977843798,134.28512260041663,240,5
B15131,-6.46678580740058,96.32473293051683,392,4
B15132,5.742720985862327,119.38420830434194,3457,4
B15133,4.489308092211418,133.4819848743456,126,4
B15134,-10.507123335017342,96.26989308361723,1362,2
